# #DistanceElevation	#DistanceHeightInc	#DistanceHeightDec	#DistanceHeadwind	#DistanceTailwind	#DistancePressureIncrease	#DistancePressureDecrease
2.937869189421637705e-65	5.059865234031146159e-66	-4.581388615424711672e-66	-1.313448094674533689e-66	1.377715101871173078e-67	-5.786347295696865630e-67	4.124396103409321520e-67
-1.887235139651638419e-60	-3.256733225315280230e-61	2.958542280673991139e-61	-6.338199347056557293e-63	-1.624322274097116797e-62	-4.845230876848537812e-63	-2.034362499552313384e-62
-9.515966572993171490e-57	-1.641715767399178910e-57	1.491208968242498269e-57	4.558837337671676443e-60	-7.836181884754316980e-59	-7.831109582062863483e-60	-1.050735537864849857e-58
1.086673396816081969e-53	1.877747097184929077e-54	-1.705727706810291901e-54	2.075232849158201816e-55	1.123298886061134530e-55	1.044476275574232561e-55	1.051704716966148785e-55
2.971695804334988528e-49	5.127862462829617847e-50	-4.657936522089945446e-50	7.744759454649170839e-52	2.537701473281810227e-51	6.607708904768604381e-52	3.216427759659987534e-51
6.031790488130584965e-46	1.039782335372224212e-46	-9.448445822173078621e-47	-3.230481075683298736e-48	4.509555295725877222e-48	-7.440634388979904403e-49	6.862864343379839395e-48
-6.791087557157655830e-42	-1.172246263766741375e-42	1.064583612337840817e-42	-3.288491204252701081e-44	-6.025259404528539251e-44	-2.156510384051065992e-44	-7.241698314726169093e-44
-2.534426097638760293e-38	-4.370471043714731997e-39	3.971079515806974872e-39	2.828825378494017039e-41	-2.008597745633423730e-40	-1.705856890847196625e-41	-2.807147119380518367e-40
1.871030027587250628e-34	3.230585346464774247e-35	-2.933133696073164341e-35	1.028076654208649450e-36	1.698407861411076349e-36	6.346542649152877372e-37	1.986588342395315035e-36
4.420752798248461543e-31	7.618081284627778403e-32	-6.924486055918828750e-32	-1.385915101188081597e-33	3.249773884804592482e-33	-1.610089981568143215e-35	4.954318189438702389e-33
-6.816442716521553512e-27	-1.176804547013356727e-27	1.068469287114758840e-27	-2.882719995957255144e-29	-6.086017176225171740e-29	-1.929485040454829876e-29	-7.297307082825882166e-29
2.798909134707214661e-23	4.835920748233686981e-24	-4.388750458461757011e-24	1.832134183901890542e-25	2.686548909993489954e-25	1.018902265625571797e-25	2.953390375319525317e-25
-6.520007979248765556e-20	-1.127485151780856984e-20	1.022807939402322183e-20	-5.587470143618297021e-22	-6.754576666173222458e-22	-2.777734898417660499e-22	-6.794493353895302264e-22
9.794105792841984541e-17	1.695424476468869906e-17	-1.537413900230198851e-17	1.050367434917666927e-18	1.113238366272194633e-18	4.730914492971427525e-19	1.007099611927959667e-18
-9.824336240798348078e-14	-1.702838479674605757e-14	1.543571242433859345e-14	-1.300021449573009024e-15	-1.254702598718432924e-15	-5.300004121566801989e-16	-9.942600951435134126e-16
6.557475516142503114e-11	1.138384088213068643e-11	-1.031554817998514872e-11	1.073030642389383102e-12	9.702957563976632396e-13	3.924851480261754568e-13	6.501853904383515659e-13
-2.821188732438140357e-08	-4.906769045822726854e-09	4.444514723437628544e-09	-5.813844893443379309e-10	-5.020206937699772423e-10	-1.874194715062195898e-10	-2.720499905807724658e-10
7.330013264088392928e-06	1.277584374780947986e-06	-1.156398004254599487e-06	1.988138031065802990e-07	1.636627307154883346e-07	5.443056741940397359e-08	6.806622377968225779e-08
-1.021319804669761728e-03	-1.781803470625259673e-04	1.610403665529142048e-04	-3.997894398689635090e-05	-2.997447807068189982e-05	-8.552555510179892691e-06	-9.049531536166566882e-06
-3.976823737831027689e-02	3.050420173440605495e-03	-2.199719917182435622e-03	4.416139204100759212e-03	2.152261999975434853e-03	-2.884259860817917943e-03	3.989791083660714117e-03
1.599229857176081850e+03	-1.278065176635497513e-01	1.198507637026518940e-01	-1.277106900817305224e+01	1.256980585269948492e+01	-9.972808652549537516e-04	-1.392964650748082858e-02
