# #DistanceElevation	#DistanceHeightInc	#DistanceHeightDec	#DistanceHeadwind	#DistanceTailwind	#DistancePressureIncrease	#DistancePressureDecrease
5.141631068659785882e-35	8.601998684794060550e-36	-7.700517463184676224e-36	5.694077668988947940e-37	4.173649690347237131e-37	-5.912646745098137082e-37	9.818013451349593632e-37
1.359462286519856510e-31	2.281651399315496281e-32	-2.040042337286862196e-32	-7.407682950025050054e-34	1.430854531063859021e-33	-1.315007091010191298e-33	2.095476193761964505e-33
-2.345693440532095746e-27	-3.926473945936536684e-28	3.514812970592241682e-28	-2.070332084172120426e-29	-1.975097829811387897e-29	2.629137343531167338e-29	-4.340744353554280635e-29
1.077833111095645141e-23	1.802815725976787482e-24	-1.614850975196661379e-24	1.464858037402211339e-25	8.287434063318200103e-26	-1.257761485986030186e-25	2.092077438112067090e-25
-2.809727109258908283e-20	-4.696709598446356891e-21	4.210679029277193484e-21	-5.062759590211192202e-22	-1.964191463404900775e-22	3.387532176919685230e-22	-5.659322428246305478e-22
4.723221915405484550e-17	7.890286659112896333e-18	-7.082671584940723655e-18	1.087318838880149761e-18	2.924477317899471154e-19	-5.881884487190375059e-19	9.854445344799958347e-19
-5.301992951831783081e-14	-8.850802766475571882e-15	7.959325460435324934e-15	-1.546884747507270079e-15	-2.763534033825910631e-16	6.835828886476395084e-16	-1.147395850017986448e-15
3.960415627855552622e-11	6.605550859799573927e-12	-5.955596488545105727e-12	1.474326012182722678e-12	1.570667982784092230e-13	-5.308079812655529372e-13	8.922897701783737000e-13
-1.906827632604292080e-08	-3.176919346597406639e-09	2.874623799181376278e-09	-9.231893908275064863e-10	-4.479222826292623498e-11	2.672672961695819918e-10	-4.502019651515134550e-10
5.544563148833716713e-06	9.225443127934107580e-07	-8.387597105397269403e-07	3.612028873935588991e-07	1.571739920427976681e-09	-8.204778770089158958e-08	1.387104357180584091e-07
-8.645736701470968771e-04	-1.435267504095465076e-04	1.312328052542052282e-04	-7.998325276357295369e-05	1.461508114946237767e-06	1.372959568463847038e-05	-2.332973567258975116e-05
-3.260726553791267607e-02	3.067734104712791302e-03	-2.417605411621249426e-03	8.442788147860858655e-03	-1.629020015245753402e-04	-4.783818254033999143e-03	5.517659540265985874e-03
1.599184041214037279e+03	-1.367623745620018538e-01	1.217519299360658447e-01	-1.428938695345344456e+01	1.400232977893632658e+01	1.992683718721365016e-02	-3.131715006619377462e-02
