# #DistanceElevation	#DistanceHeightInc	#DistanceHeightDec	#DistanceHeadwind	#DistanceTailwind	#DistancePressureIncrease	#DistancePressureDecrease
2.541309048363646056e-47	4.571584487608374603e-48	-4.090424104736326818e-48	2.508524490957241103e-49	1.453185952320676491e-49	-2.675719191700749391e-49	1.365570260813849622e-49
3.938452827508047857e-44	6.987158524142725374e-45	-6.351335032430559588e-45	-9.605289555287977339e-47	2.452865560587522749e-46	-4.997654277481235544e-46	2.805822475182476148e-46
-3.329691313064965684e-40	-6.013154871754069839e-41	5.356873485055370330e-41	-4.443131934071371292e-42	-1.869884065191580299e-42	3.294646423880030296e-42	-1.614602872777634554e-42
-9.469494710189406826e-37	-1.692836782117327174e-37	1.525174491711554084e-37	-3.933164553367254586e-39	-5.505425396708157786e-39	1.095443592772053352e-38	-5.893855815157683211e-39
5.269114404629822298e-33	9.524803166199322113e-34	-8.477903331722218965e-34	7.536866738893909755e-35	3.013128282298884727e-35	-5.096024191754488802e-35	2.449620451266249061e-35
9.503720212294993019e-30	1.693910557635372658e-30	-1.530511543591686364e-30	1.133223596389084171e-32	5.292798078632317310e-32	-1.157864254139094433e-31	6.408729921522456541e-32
-1.104375371275824663e-25	-1.991884089925230570e-26	1.777547213995327346e-26	-1.360111322286070517e-27	-6.431832766565439536e-28	1.105444521272549520e-27	-5.432765627865745943e-28
3.432077885317583415e-22	6.211382709367553744e-23	-5.524863324055091528e-23	5.403660380513682899e-24	2.101209334629825496e-24	-3.188703385403915638e-24	1.479441266162481502e-24
-6.053623795327845013e-19	-1.098504260406127490e-19	9.748687258046133937e-20	-1.128474049083261602e-20	-4.001774728436290191e-21	5.235319683162668780e-21	-2.281955695477238089e-21
6.886513243088444642e-16	1.252730916254636459e-16	-1.109704210528851239e-16	1.487379870464099291e-17	5.093873188130971822e-18	-5.486353092113231941e-18	2.208420846173435702e-18
-5.231695540749450659e-13	-9.540201060080863940e-14	8.438407195341211037e-14	-1.300655842123521336e-14	-4.525901360916144592e-15	3.768011829426016061e-15	-1.358756756303698558e-15
2.644893226065957306e-10	4.835012736051412209e-11	-4.271764334049728494e-11	7.580860936284123065e-12	2.817675789932404318e-12	-1.672608226823369475e-12	5.119633225601021143e-13
-8.619106664840030175e-08	-1.579741638467718341e-08	1.394737670328739283e-08	-2.877805510874357274e-09	-1.195742625971846910e-09	4.573124947966162378e-10	-1.069704012420549664e-10
1.696391636830311454e-05	3.118934341170478365e-06	-2.753561530894646138e-06	6.782951744658960689e-07	3.235048366520797627e-07	-7.020317355533730178e-08	1.000988645768910636e-08
-1.790425265944215871e-03	-3.306087628675786539e-04	2.922452196362917975e-04	-9.205666156339739430e-05	-4.891748004218052546e-05	5.173503139587499672e-06	-4.143858568160840536e-07
-5.143974110191006782e-02	4.362053237954922544e-03	-2.991318244319368311e-03	6.694496403809047265e-03	2.840081044719026167e-03	-2.867611158600414430e-03	2.803980750917174115e-03
1.599227451102110535e+03	-1.494198086942621351e-01	1.356060585611871261e-01	-9.777490622177252177e+00	9.567984951892166023e+00	7.389495652936148122e-03	-8.506324541934937034e-03
