# #DistanceElevation	#DistanceHeightInc	#DistanceHeightDec	#DistanceHeadwind	#DistanceTailwind	#DistancePressureIncrease	#DistancePressureDecrease
8.993983388544016115e-46	2.051358244938844334e-46	-1.504648553221641059e-46	1.291394922644977001e-46	-9.366926542415074332e-48	1.127576483926694601e-47	7.263909874638740523e-48
8.580220565572620556e-42	1.888577433149151825e-42	-1.412723347367692625e-42	4.691329301503565356e-43	-5.148000291526869337e-44	8.513105948228403724e-44	6.836382631777539383e-44
5.977515067525227710e-39	1.296273293724278733e-39	-9.771286763575613186e-40	8.055703168631898069e-41	-2.741206100546780501e-41	5.160579500457869698e-41	4.867739973234674392e-41
-2.245303145665180345e-35	-4.959786992515232043e-36	3.704219131939923634e-36	-1.491193041047973618e-36	1.407562118422326791e-37	-2.315926297477851650e-37	-1.762718400800298744e-37
-2.865718069522004598e-32	-6.267797230817538664e-33	4.703033316606900626e-33	-1.009557371321329228e-33	1.623358626612091861e-34	-2.663040573480823770e-34	-2.330305098604233289e-34
7.103912341811183036e-29	1.569266093784646523e-29	-1.172489208214655328e-29	4.962645113858143584e-30	-4.262181722170023974e-31	7.436580394632571134e-31	5.469065888011963341e-31
5.757340173446802595e-26	1.256737211858152820e-26	-9.434135477321440377e-27	1.418816706641005720e-27	-3.543421121817766027e-28	5.124663125270215697e-28	4.836886570984009503e-28
-2.980310557531206817e-22	-6.566363916116341170e-23	4.913107788666895722e-23	-1.882875024097335295e-23	1.698944912557055359e-24	-3.060346550194709180e-24	-2.295081790866266273e-24
4.137640119578054323e-19	9.135352783463541028e-20	-6.833102212343910807e-20	3.126193742462017368e-20	-2.109542893453806845e-21	4.441353484938758871e-21	3.047789989515498250e-21
-3.261237164177521427e-16	-7.209567754578233627e-17	5.393679929684598275e-17	-2.823676580160830656e-17	1.360719549997819980e-18	-3.639056047098079900e-18	-2.280846195049690751e-18
1.657954393714116982e-13	3.668768677312061163e-14	-2.746216497889805481e-14	1.635321743609924610e-14	-4.675232447531536487e-16	1.925976358587371842e-15	1.084314379842134006e-15
-5.628972546295313312e-11	-1.246653699985957417e-11	9.340155684117564763e-12	-6.369362772992356943e-12	5.212321452384458458e-14	-6.833547576225773132e-13	-3.365311153777371343e-13
1.271738029293253191e-08	2.819029706115265868e-09	-2.114857809353216146e-09	1.679313096310689496e-09	2.059171144165451759e-11	1.621673382117138748e-10	6.724564499658494634e-11
-1.851930834590293497e-06	-4.109970222878614584e-07	3.088906978125828954e-07	-2.939950468833375615e-07	-9.009349140643825701e-09	-2.493108289198766885e-08	-8.261096757292310686e-09
1.628569709101850547e-04	3.622118762851527489e-05	-2.728368287728482903e-05	3.265266419631680735e-05	1.415264552646193789e-06	2.316450547846153773e-06	5.796795900224262643e-07
-7.677799881657783147e-03	-1.716086967888327776e-03	1.295142208196644164e-03	-2.111153852688269980e-03	-9.828344057508899207e-05	-1.127780157500223631e-04	-2.258511016773176035e-05
-1.398984052121466648e-01	7.646841959330920833e-03	-6.414308748949215004e-04	6.725820577336756589e-02	2.575211902731586958e-03	6.950904946985243197e-04	1.973873138564211441e-03
1.599338412719939470e+03	-1.622425368003768686e-01	1.171261346409075838e-01	-5.013105899484478378e+00	4.286184639823757081e+00	6.253342287933196658e-03	-1.772484772027765540e-02
