1.326397679993736347e+03	1.520000000000000000e+03	1.321851507355200965e+03	1.330875655162718886e+03	1.776643698467405557e+02	6.661875000015264447e+01	1.319463725058358023e+03	1.333415685600997222e+03
1.342710960738694212e+03	1.519000000000000000e+03	1.338108986103318557e+03	1.347243902077426583e+03	1.776384937549647987e+02	6.661375000015276271e+01	1.335691319273621275e+03	1.349812772969649131e+03
1.359015945784467704e+03	1.518000000000000000e+03	1.354355237693483332e+03	1.363603815090753869e+03	1.776123010777535001e+02	6.660875000015288094e+01	1.351907726570158502e+03	1.366204424019764247e+03
1.375309609025692680e+03	1.517000000000000000e+03	1.370596117192305428e+03	1.379952397389743737e+03	1.775857919832397158e+02	6.660350000015300509e+01	1.368118704163719713e+03	1.382584703046798722e+03
1.391594806095826698e+03	1.516000000000000000e+03	1.386822557805132192e+03	1.396292475238820998e+03	1.775589666371570559e+02	6.659825000015312924e+01	1.384318325188603467e+03	1.398956485014009331e+03
1.407871487682612269e+03	1.515000000000000000e+03	1.403043528028712899e+03	1.412623998942335902e+03	1.775318252102589440e+02	6.659300000015325338e+01	1.400506435682126266e+03	1.415319720432645454e+03
1.424136523645162242e+03	1.514000000000000000e+03	1.419252861239282083e+03	1.428946919257466789e+03	1.775043678738591097e+02	6.658750000015338344e+01	1.416689004000122168e+03	1.431671258295470807e+03
1.440392876621339383e+03	1.513000000000000000e+03	1.435456698623451985e+03	1.445258102092038371e+03	1.774765947998851345e+02	6.658200000015351350e+01	1.432859895098808693e+03	1.448014081283720088e+03
1.456640498707897677e+03	1.512000000000000000e+03	1.451645549219076884e+03	1.461560514919546677e+03	1.774485061634099452e+02	6.657650000015364355e+01	1.449022087215991405e+03	1.464348141320789864e+03
1.472879342437284549e+03	1.511000000000000000e+03	1.467828809370533463e+03	1.477854109902577420e+03	1.774201021420109896e+02	6.657100000015377361e+01	1.465175533056014274e+03	1.480673390766377224e+03
1.489106139143763812e+03	1.510000000000000000e+03	1.484003284599918743e+03	1.494135650157174723e+03	1.773913829090344052e+02	6.656525000015390958e+01	1.481320185753300393e+03	1.496986539147395661e+03
1.505327250456613456e+03	1.509000000000000000e+03	1.500165639192850904e+03	1.510411433002229160e+03	1.773623486446722382e+02	6.655975000015403964e+01	1.497452763801267565e+03	1.513293990957427468e+03
1.521536151941283606e+03	1.508000000000000000e+03	1.516319046086379558e+03	1.526674998288110601e+03	1.773329995318117938e+02	6.655400000015417561e+01	1.513576386705895857e+03	1.529585864294498379e+03
1.537732692862703288e+03	1.507000000000000000e+03	1.532460099750337349e+03	1.542929489446977641e+03	1.773033357488597517e+02	6.654800000015431749e+01	1.529691008942901817e+03	1.545871948918870658e+03
1.553923446323567077e+03	1.506000000000000000e+03	1.548595440348246484e+03	1.559171532753581005e+03	1.772733574791094497e+02	6.654225000015445346e+01	1.545793246045445585e+03	1.562148920843552105e+03
1.570101679179710800e+03	1.505000000000000000e+03	1.564718267685064575e+03	1.575407704587858007e+03	1.772430649080161231e+02	6.653625000015459534e+01	1.561889697318698154e+03	1.578413315626990652e+03
1.586270673718935086e+03	1.504000000000000000e+03	1.580831897927441787e+03	1.591631269395349136e+03	1.772124582234974639e+02	6.653025000015473722e+01	1.577973605080690049e+03	1.594668437733118708e+03
1.602430385958806937e+03	1.503000000000000000e+03	1.596932786057994690e+03	1.607842079095998542e+03	1.771815376076963844e+02	6.652425000015487910e+01	1.594044821414140188e+03	1.610910753278766151e+03
1.618577270984221286e+03	1.502000000000000000e+03	1.613027856374958446e+03	1.624046918927445404e+03	1.771503032555229140e+02	6.651800000015502690e+01	1.610110155161822604e+03	1.627147162872649687e+03
1.634718253415941035e+03	1.501000000000000000e+03	1.629110028065020970e+03	1.640238847166096775e+03	1.771187553517549986e+02	6.651200000015516878e+01	1.626162641769356696e+03	1.643370608606230007e+03
1.650846252969331772e+03	1.500000000000000000e+03	1.645182760131164741e+03	1.656424788015103786e+03	1.770868940902114161e+02	6.650575000015531657e+01	1.642205682134210292e+03	1.659584537333259050e+03
1.666961122765377240e+03	1.499000000000000000e+03	1.661242368344677971e+03	1.672594092579236076e+03	1.770547196660371014e+02	6.649925000015547027e+01	1.658239234085259113e+03	1.675788906559672341e+03
1.683069997816339082e+03	1.498000000000000000e+03	1.677296060409166785e+03	1.688757324812434490e+03	1.770222322715651444e+02	6.649300000015561807e+01	1.674263255833466928e+03	1.691980009021288652e+03
1.699165590031165266e+03	1.497000000000000000e+03	1.693336475505996532e+03	1.704907268627812982e+03	1.769894321046114669e+02	6.648650000015577177e+01	1.690274054889958052e+03	1.708161398113212272e+03
1.715251464175517185e+03	1.496000000000000000e+03	1.709367215082078246e+03	1.721047452476004992e+03	1.769563193601576927e+02	6.648000000015592548e+01	1.706275172254793688e+03	1.724333032563788038e+03
1.731327579510073292e+03	1.495000000000000000e+03	1.725384455978649839e+03	1.737177835297758747e+03	1.769228942345330893e+02	6.647350000015607918e+01	1.722266567346103784e+03	1.740494871474974161e+03
